name, hostname, number_of_stars (int), number_of_planets (int), orbital_period (_days), orbit_semimajor_axis (_au),radius_vs_Earth (float),mass_vs_Earth (float),eccentricity (float), insolation_flux (float), equilibrium_temperature (_K),distance (_pc)
K2-3 d,K2-3,1,3,44.56090000000,0.1833000000,0.96000000,,,0.8000,,44.07270000
K2-3 d,K2-3,1,3,44.55764000000,0.2097000000,1.65000000,1.80000000,,,,44.07270000
K2-3 d,K2-3,1,3,44.55645600000,,1.52000000,2.80000000,,282.0000,282.00,44.07270000
K2-3 d,K2-3,1,3,44.55983000000,0.2076000000,1.51000000,,,1.5000,282.00,44.07270000
K2-3 d,K2-3,1,3,44.56310000000,0.2076000000,1.52000000,,,1.5100,,44.07270000
K2-3 d,K2-3,1,3,44.56115000000,,1.70000000,,,,,44.07270000
K2-3 d,K2-3,1,3,44.57050000000,0.2086000000,1.53000000,11.10000000,0.045000,,,44.07270000
K2-3 d,K2-3,1,3,44.56310000000,,1.52000000,7.50000000,0.000000,,,44.07270000
K2-3 d,K2-3,1,3,44.55612000000,,,,,,,44.07270000
K2-3 d,K2-3,1,3,44.55646000000,,,2.80006827,0.000000,,,44.07270000
K2-30 b,K2-30,1,1,4.09850700000,0.0498600000,13.40596400,198.00809000,0.027000,,1185.00,333.04200000
K2-30 b,K2-30,1,1,4.09847910000,,,,,,,333.04200000
K2-30 b,K2-30,1,1,4.09850300000,0.0483900000,11.64615100,184.02357000,0.000000,,1092.00,333.04200000
K2-30 b,K2-30,1,1,4.09803132000,,,,,,,333.04200000
K2-30 b,K2-30,1,1,4.09849200000,,12.65164357,,,,,333.04200000
K2-30 b,K2-30,1,1,4.09848970000,,13.14000000,,,,,333.04200000
K2-30 b,K2-30,1,1,4.09850600000,0.0489000000,12.30000000,,,299.0000,,333.04200000
K2-30 b,K2-30,1,1,4.09847804000,,,,,,,333.04200000
K2-30 b,K2-30,1,1,4.09847409321,,14.83669218,,,319.8755,1078.61,333.04200000
K2-30 b,K2-30,1,1,4.09849000000,0.0419000000,11.98242100,187.20187000,0.080000,,1203.00,333.04200000
K2-308 b,K2-308,1,1,3.38631713618,,,,,512.9234,1213.76,1314.53000000
K2-308 b,K2-308,1,1,3.38628000000,,9.91600000,,,,,1314.53000000
K2-31 b,K2-31,2,1,1.25785000000,0.0220000000,11.88154000,563.83042000,0.000000,,,110.52700000
K2-31 b,K2-31,2,1,1.25785000000,,,590.10000000,0.000000,,,110.52700000
K2-31 b,K2-31,2,1,1.25784930000,,7.00000000,,,,,110.52700000
K2-31 b,K2-31,2,1,1.25781300511,,12.57069193,,,1564.2870,1603.98,110.52700000
K2-31 b,K2-31,2,1,1.25783320000,,,,,,,110.52700000
K2-31 b,K2-31,2,1,1.25784906000,,46.00000000,551.00000000,,1930.0000,1688.00,110.52700000
K2-31 b,K2-31,2,1,1.25785420000,0.0225800000,34.00000000,,,1272.0000,,110.52700000
K2-31 b,K2-31,2,1,1.25784887000,,,,,,,110.52700000
K2-312 c,HD 80653,1,2,921.20000000000,1.9610000000,,,0.853000,,,109.86000000
K2-315 b,K2-315,1,1,3.14431890000,,0.95000000,,,7.4500,460.00,56.96860000
K2-316 b,K2-316,1,2,1.13300000000,0.0147000000,1.33000000,,,,841.00,112.48600000
K2-316 c,K2-316,1,2,5.26000000000,0.0582000000,1.83000000,,,,423.00,112.48600000
K2-317 b,K2-317,1,1,6.22000000000,0.0542000000,2.93000000,,,,432.00,176.29100000
K2-318 b,K2-318,1,1,7.01000000000,0.0911000000,1.66000000,,,,456.00,147.86600000
K2-319 b,K2-319,1,1,26.68000000000,0.1516000000,2.79000000,,,,641.00,209.07100000
K2-32 b,K2-32,2,4,8.99218000000,,5.38000000,21.10000000,0.000000,,,157.68200000
K2-32 b,K2-32,2,4,8.99213000000,0.0811000000,5.62000000,,,100.0000,,157.68200000
K2-32 b,K2-32,2,4,8.99200000000,0.0795000000,5.29900000,15.00000000,0.030000,,837.00,157.68200000
K2-32 b,K2-32,2,4,8.99196000000,,5.03800000,16.30000000,,79.5000,761.00,157.68200000
K2-32 b,K2-32,2,4,8.99201800000,,4.92000000,,,,,157.68200000
K2-32 b,K2-32,2,4,8.99182800000,0.0803500000,4.96000000,,,,,157.68200000
K2-32 b,K2-32,2,4,17.97586029496,,4.78034841,,,29.7940,595.87,157.68200000
K2-32 b,K2-32,2,4,8.99218000000,0.0808000000,5.38000000,,,82.9000,769.00,157.68200000
K2-32 b,K2-32,2,4,8.99002105000,,,,,,,157.68200000
K2-32 b,K2-32,2,4,8.99194200000,,5.17103245,,,,,157.68200000
K2-32 b,K2-32,2,4,8.99191560000,,4.79000000,,,,,157.68200000
K2-32 b,K2-32,2,4,8.99213000000,0.0803600000,5.13000000,16.50000000,0.000000,77.7000,817.00,157.68200000
K2-32 c,K2-32,2,4,20.66178000000,,2.73000000,,,,,157.68200000
K2-32 c,K2-32,2,4,20.66162300000,,3.11517954,,,,,157.68200000
K2-32 c,K2-32,2,4,20.66098700000,,2.88000000,,,,,157.68200000
K2-32 c,K2-32,2,4,20.66093000000,0.1384300000,3.13400000,8.10000000,0.049000,,634.00,157.68200000
K2-32 c,K2-32,2,4,20.65614000000,,3.48000000,8.10000000,0.000000,,,157.68200000
K2-32 c,K2-32,2,4,20.66186000000,0.1399000000,2.74000000,,,,,157.68200000
K2-32 c,K2-32,2,4,20.66093000000,,3.01000000,5.70000000,,26.2000,577.00,157.68200000
K2-32 c,K2-32,2,4,20.66020000000,0.1412000000,3.32000000,,,33.0000,,157.68200000
K2-32 c,K2-32,2,4,20.66020000000,0.1399000000,3.01000000,12.10000000,0.000000,25.6000,619.00,157.68200000
K2-32 c,K2-32,2,4,20.65614000000,0.1407000000,3.48000000,,,27.4000,583.00,157.68200000
K2-32 d,K2-32,2,4,31.71701000000,0.1842200000,3.48400000,6.70000000,0.050000,,550.00,157.68200000
K2-32 d,K2-32,2,4,31.71420000000,0.1862000000,3.27000000,,,,,157.68200000
K2-32 d,K2-32,2,4,31.71922000000,0.1873000000,3.75000000,,,15.4000,505.00,157.68200000
K2-32 d,K2-32,2,4,31.71540000000,0.1862000000,3.43000000,10.30000000,0.000000,14.5000,537.00,157.68200000
K2-32 d,K2-32,2,4,31.71540000000,0.1879000000,3.77000000,,,18.7000,,157.68200000
K2-32 d,K2-32,2,4,31.71506100000,,3.41411198,,,,,157.68200000
K2-32 d,K2-32,2,4,31.71586800000,,3.13000000,,,,,157.68200000
K2-32 d,K2-32,2,4,31.71690000000,,3.33000000,13.70000000,,14.8000,500.00,157.68200000
K2-32 d,K2-32,2,4,31.72360000000,,3.14000000,,,,,157.68200000
K2-32 d,K2-32,2,4,31.71922000000,,3.75000000,35.00000000,0.000000,,,157.68200000
K2-32 e,K2-32,2,4,4.34934000000,0.0489900000,1.21200000,2.10000000,0.043000,,1066.00,157.68200000
K2-32 e,K2-32,2,4,4.34882000000,0.0495100000,1.01000000,,,,,157.68200000
K2-32 e,K2-32,2,4,4.34910000000,,2.20000000,,,,,157.68200000
K2-320 b,K2-320,1,1,1.99500000000,0.0142000000,2.62000000,,,,698.00,108.74000000
K2-321 b,K2-321,1,1,2.29800000000,0.0410000000,1.95000000,,,,701.00,77.68880000
K2-321 b,K2-321,1,1,2.29799150846,,2.32710652,,,68.5516,733.88,77.68880000
K2-321 b,K2-321,1,1,2.29797490000,0.0283900000,2.05124347,,0.440000,,830.00,77.68880000
K2-322 b,K2-322,1,1,8.20500000000,0.0594000000,1.92000000,,,,635.00,123.41500000
K2-323 b,K2-323,1,1,24.93000000000,0.1275000000,2.10000000,,,,318.00,118.31800000
K2-324 b,K2-324,1,1,3.26200000000,0.0331000000,2.43000000,,,,707.00,136.66700000
K2-325 b,K2-325,1,1,6.93000000000,0.0419000000,2.20000000,,,,423.00,111.63800000
K2-326 b,K2-326,1,1,1.25600000000,0.0198000000,2.28000000,,,,1114.00,282.30800000
K2-329 b,K2-329,1,1,12.45512250000,0.1016000000,8.67576600,82.63580000,0.069700,45.7000,650.00,233.23700000
K2-329 b,K2-329,1,1,12.45636917022,,8.77232540,,,47.7343,670.39,233.23700000
K2-33 b,K2-33,1,1,5.42486500000,,5.04000000,1175.97100000,0.000000,,,139.26800000
K2-33 b,K2-33,1,1,5.42526000000,,3.17000000,,,,,139.26800000
K2-33 b,K2-33,1,1,5.42513000000,0.0409000000,5.76000000,1144.18800000,0.000000,,850.00,139.26800000
K2-33 b,K2-33,1,1,5.42240000000,,,,,,,139.26800000
K2-33 b,K2-33,1,1,5.42520610000,,0.86800000,,,,,139.26800000
K2-330 b,K2-330,1,1,13.77382600000,,3.29495202,,,,,160.12500000
K2-330 b,K2-330,1,1,13.77262600000,,2.20000000,,,,,160.12500000
K2-330 b,K2-330,1,1,13.77300000000,,,,,,,160.12500000
K2-330 b,K2-330,1,1,13.77479800000,,2.77000000,,,,969.00,160.12500000
K2-330 b,K2-330,1,1,13.77300000000,,2.17000000,,,,,160.12500000
K2-330 b,K2-330,1,1,13.77483610000,,2.67656000,,,114.9290,912.00,160.12500000
K2-331 b,K2-331,1,2,9.39897700000,,1.79000000,,,,909.00,211.43000000
K2-331 c,K2-331,1,2,22.99659100000,,2.72000000,,,,673.00,211.43000000
K2-331 c,K2-331,1,2,22.99592000000,,2.50000000,,,,,211.43000000
K2-332 b,K2-332,1,1,17.70632000000,,2.20000000,,,,266.00,123.20200000
K2-332 b,K2-332,1,1,17.70300000000,,,,,,,123.20200000
K2-332 b,K2-332,1,1,17.70370000000,,1.76000000,,,,,123.20200000
K2-333 b,K2-333,1,1,14.75650149447,,5.73956170,,,102.1266,810.78,343.99000000
K2-333 b,K2-333,1,1,14.75985900000,,,,,,,343.99000000
K2-333 b,K2-333,1,1,14.75928700000,,6.18000000,,,,826.00,343.99000000
K2-333 b,K2-333,1,1,14.75959500000,,5.30000000,,,,,343.99000000
K2-334 b,K2-334,1,1,5.11384280000,,,,,,,371.82300000
K2-334 b,K2-334,1,1,5.11382300000,,5.00000000,,,,,371.82300000
K2-334 b,K2-334,1,1,5.11383503556,,5.67086336,,,832.2294,1369.87,371.82300000
K2-334 b,K2-334,1,1,5.11398100000,,5.65000000,,,,1380.00,371.82300000
K2-335 b,K2-335,1,1,12.28100000000,,,,,,,557.99300000
K2-335 b,K2-335,1,1,12.28321100000,,2.21000000,,,,949.00,557.99300000
K2-335 b,K2-335,1,1,12.28120000000,,2.47000000,,,,,557.99300000
K2-335 b,K2-335,1,1,12.28234300000,,2.52633631,,,,,557.99300000
K2-336 b,K2-336,1,1,21.19900000000,,,,,,,239.28900000
K2-336 b,K2-336,1,1,21.19473300000,,1.22000000,,,,569.00,239.28900000
K2-336 b,K2-336,1,1,21.19760000000,,1.33000000,,,,,239.28900000
K2-336 b,K2-336,1,1,21.19178800000,,1.31724610,,,,,239.28900000
K2-337 b,K2-337,1,1,16.27130000000,,2.77000000,,,,,421.63600000
K2-337 b,K2-337,1,1,16.27284000000,,2.10886389,,,,,421.63600000
K2-337 b,K2-337,1,1,16.27100000000,,,,,,,421.63600000
K2-337 b,K2-337,1,1,16.27356300000,,2.62000000,,,,850.00,421.63600000
K2-338 b,K2-338,1,1,3.85061400000,,1.03000000,,,,783.00,156.95100000
K2-338 b,K2-338,1,1,3.85000000000,,,,,,,156.95100000
K2-338 b,K2-338,1,1,3.85064000000,,1.07300000,,,,,156.95100000
K2-339 b,K2-339,1,1,19.50800000000,,2.11000000,,,,,360.36000000
K2-339 b,K2-339,1,1,19.50742800000,,1.92000000,,,,508.00,360.36000000
K2-34 b,K2-34,1,1,2.99561000000,,11.99363000,352.79130000,0.000000,,,348.64600000
K2-34 b,K2-34,1,1,2.99563300000,,13.10000000,,,,,348.64600000
K2-34 b,K2-34,1,1,2.99560700000,0.0441900000,15.13215000,559.38080000,0.000000,,1742.00,348.64600000
K2-34 b,K2-34,1,1,2.99563660000,,13.19370000,,,963.5660,1552.00,348.64600000
K2-34 b,K2-34,1,1,2.99564600000,,13.96620332,,,,,348.64600000
K2-34 b,K2-34,1,1,2.99563720000,,13.70000000,,,,,348.64600000
K2-34 b,K2-34,1,1,2.99565400000,0.0445000000,16.14096000,563.51259000,0.022000,,,348.64600000
K2-34 b,K2-34,1,1,2.99529334000,,,,,,,348.64600000
K2-34 b,K2-34,1,1,2.99563536000,,,,,,,348.64600000
K2-34 b,K2-34,1,1,2.99565300000,,13.80000000,,,,,348.64600000
K2-34 b,K2-34,1,1,2.99563480000,0.0442000000,13.75000000,,,,1687.00,348.64600000
K2-34 b,K2-34,1,1,2.99562900000,0.0465000000,15.43479300,539.67534000,0.054000,,1715.00,348.64600000
K2-34 b,K2-34,1,1,2.99563300000,0.0426000000,13.96000000,,,,1559.00,348.64600000
K2-34 b,K2-34,1,1,2.99600000000,,,,,,,348.64600000
K2-340 b,K2-340,1,1,29.74045100000,,3.36000000,,,,606.00,738.13600000
K2-340 b,K2-340,1,1,29.73610000000,,3.52000000,,,,,738.13600000
K2-340 b,K2-340,1,1,29.72900000000,,,,,,,738.13600000
K2-341 b,K2-341,1,1,36.55630000000,,3.18000000,,,,,421.40800000
K2-341 b,K2-341,1,1,36.55255100000,,3.21000000,,,,598.00,421.40800000
K2-341 b,K2-341,1,1,36.55625100000,,2.96787013,,,,,421.40800000
K2-342 b,K2-342,1,1,11.56105200000,,2.03000000,,,,861.00,208.35700000
K2-342 b,K2-342,1,1,11.56151400000,,2.40000000,,,,,208.35700000
K2-343 b,K2-343,1,2,2.78711000000,,2.00000000,,,,,166.16900000
K2-343 b,K2-343,1,2,2.78717400000,,1.65000000,,,,653.00,166.16900000
K2-343 c,K2-343,1,2,7.67697200000,,2.02000000,,,,465.00,166.16900000
K2-343 c,K2-343,1,2,7.67698400000,,2.30000000,,,,,166.16900000
K2-343 c,K2-343,1,2,7.67689000000,,2.44000000,,,,,166.16900000
K2-344 b,K2-344,1,1,3.35585000000,,1.59000000,,,,722.00,75.16910000
K2-344 b,K2-344,1,1,3.35572190000,,1.91490000,,,37.2966,688.00,75.16910000
K2-344 b,K2-344,1,1,3.35585400000,,1.60000000,,,,,75.16910000
K2-345 b,K2-345,1,1,10.36743700000,,2.11000000,,,,437.00,162.40800000
K2-345 b,K2-345,1,1,10.36600000000,,,,,,,162.40800000
K2-345 b,K2-345,1,1,10.36627000000,,1.82000000,,,,,162.40800000
K2-346 b,K2-346,1,1,26.19800000000,,,,,,,105.58000000
K2-346 b,K2-346,1,1,26.20144600000,,2.26000000,,,,450.00,105.58000000
K2-346 b,K2-346,1,1,26.19445485478,,2.99459349,,,8.8138,439.45,105.58000000
K2-346 b,K2-346,1,1,26.19560000000,,2.08000000,,,,,105.58000000
K2-346 b,K2-346,1,1,26.19702200000,,2.36213049,,,,,105.58000000
K2-347 b,K2-347,1,1,7.18700000000,,,,,,,320.33600000
K2-347 b,K2-347,1,1,7.18725700000,,2.41000000,,,,640.00,320.33600000
K2-347 b,K2-347,1,1,7.18662000000,,2.58000000,,,,,320.33600000
K2-348 b,K2-348,1,2,4.68862500000,,3.80000000,,,,,201.85600000
K2-348 b,K2-348,1,2,4.68841800000,,3.26000000,,,,908.00,201.85600000
K2-348 b,K2-348,1,2,4.68863420000,,3.36071000,,,133.0830,946.00,201.85600000
K2-348 c,K2-348,1,2,12.55017100000,,2.67000000,,,,655.00,201.85600000
K2-348 c,K2-348,1,2,12.55089600000,,2.60000000,,,,,201.85600000
K2-349 b,K2-349,1,1,9.03330000000,,2.75000000,,,,,453.56700000
K2-349 b,K2-349,1,1,9.03217800000,,1.38000000,,,,518.00,453.56700000
K2-349 b,K2-349,1,1,9.02900000000,,,,,,,453.56700000
K2-35 b,K2-35,1,2,2.39901000000,,1.27000000,,,,,252.59600000
K2-35 b,K2-35,1,2,2.39984000000,0.0320000000,1.40000000,,,217.4000,979.00,252.59600000
K2-35 b,K2-35,1,2,2.39964630000,,1.52000000,,,,,252.59600000
K2-35 b,K2-35,1,2,2.39996400000,0.0310000000,1.32000000,,0.130000,211.0000,,252.59600000
K2-35 b,K2-35,1,2,2.39991000000,0.0306000000,1.08000000,,,132.0000,,252.59600000
K2-35 c,K2-35,1,2,5.60835200000,0.0550000000,1.93000000,,0.120000,68.0000,,252.59600000
K2-35 c,K2-35,1,2,5.60912000000,0.0564000000,2.09000000,,,70.1000,737.00,252.59600000
K2-35 c,K2-35,1,2,5.60906000000,0.0539000000,1.69000000,,,42.0000,,252.59600000
K2-35 c,K2-35,1,2,5.60871000000,,1.90000000,,,,,252.59600000
K2-35 c,K2-35,1,2,5.60967748000,,,,,,,252.59600000
K2-35 c,K2-35,1,2,5.60840000000,,2.20000000,,,,766.00,252.59600000
K2-35 c,K2-35,1,2,5.60894650000,,2.17000000,,,,,252.59600000
K2-350 b,K2-350,1,2,4.16387300000,,1.54000000,,,,1158.00,489.36800000
K2-350 c,K2-350,1,2,19.99100000000,,,,,,,489.36800000
K2-350 c,K2-350,1,2,19.99010000000,,2.81000000,,,,,489.36800000
K2-350 c,K2-350,1,2,19.99194400000,,2.74000000,,,,687.00,489.36800000
K2-351 b,K2-351,1,1,7.80600000000,,,,,,,694.73400000
K2-351 b,K2-351,1,1,7.80651068000,,,,,,,694.73400000
K2-351 b,K2-351,1,1,7.80692000000,,3.03000000,,,,,694.73400000
K2-351 b,K2-351,1,1,7.80616400000,,2.54000000,,,,934.00,694.73400000
K2-352 b,K2-352,1,3,3.66591200000,,1.37000000,,,,1160.00,176.05100000
K2-352 c,K2-352,1,3,8.23488500000,,1.92000000,,,,885.00,176.05100000
K2-352 c,K2-352,1,3,8.23648600000,,2.00000000,,,,,176.05100000
K2-352 d,K2-352,1,3,14.86994300000,,4.40000000,,,,,176.05100000
K2-352 d,K2-352,1,3,14.87138700000,,2.23000000,,,,727.00,176.05100000
K2-353 b,K2-353,1,1,15.46680500000,,5.55000000,,,,735.00,268.51500000
K2-353 b,K2-353,1,1,15.46586910000,,5.07911000,,,33.0649,668.00,268.51500000
K2-354 b,K2-354,1,1,3.79330600000,,1.56000000,,,,543.00,91.72200000
K2-354 b,K2-354,1,1,3.79400000000,,,,,,,91.72200000
K2-355 b,K2-355,1,1,5.73856470000,0.0632000000,2.25000000,,,,1066.00,500.49700000
K2-356 b,K2-356,1,1,21.02673660000,0.1599000000,2.29000000,,,,624.00,355.54000000
K2-357 b,K2-357,1,1,16.34886370000,0.1450000000,3.72000000,,,,735.00,517.68700000
K2-358 b,K2-358,1,1,11.25102850000,0.0863000000,2.68000000,,,,888.00,480.30700000
K2-36 b,K2-36,1,2,1.42260200000,,1.40700000,,,,,109.74900000
K2-36 b,K2-36,1,2,1.42261400000,0.0223000000,1.43000000,3.90000000,0.000000,529.0000,1224.00,109.74900000
K2-36 b,K2-36,1,2,1.42261900000,,1.46748911,,,,,109.74900000
K2-36 b,K2-36,1,2,1.42261080000,,1.55000000,,,,,109.74900000
K2-36 b,K2-36,1,2,1.42266000000,0.0230000000,1.32000000,,,546.3000,1232.00,109.74900000
K2-36 b,K2-36,1,2,1.42261400000,0.0228800000,1.43000000,4.30000000,0.093000,519.0000,1328.00,109.74900000
K2-36 b,K2-36,1,2,1.42258600000,,1.29100000,5.10000000,,492.0000,1200.00,109.74900000
K2-36 b,K2-36,1,2,1.42264700000,0.0230800000,1.45000000,,,570.0000,,109.74900000
K2-36 c,K2-36,1,2,5.34078600000,,2.41000000,26.00000000,,84.0000,772.00,109.74900000
K2-36 c,K2-36,1,2,5.34107237000,,,,,,,109.74900000
K2-36 c,K2-36,1,2,5.34089340000,,2.82000000,,,,,109.74900000
K2-36 c,K2-36,1,2,5.34072000000,0.0557400000,2.65000000,,,97.8000,,109.74900000
K2-36 c,K2-36,1,2,5.34088800000,0.0540000000,3.20000000,7.80000000,0.000000,90.0000,788.00,109.74900000
K2-36 c,K2-36,1,2,5.34088800000,0.0552800000,3.20000000,7.90000000,0.089000,89.0000,854.00,109.74900000
K2-36 c,K2-36,1,2,5.34105070000,,3.12000000,,,,,109.74900000
K2-36 c,K2-36,1,2,5.34059000000,0.0555000000,2.80000000,,,93.6000,793.00,109.74900000
K2-36 c,K2-36,1,2,5.34088300000,,3.58036658,,,,,109.74900000
K2-360 c,EPIC 201595106,1,2,9.79692000000,0.0883000000,,,0.110000,115.0000,912.00,232.10000000
K2-365 b,K2-365,1,1,23.44701000000,,3.24000000,,,,,187.22200000
K2-365 b,K2-365,1,1,23.44687300000,,2.89705396,,,,,187.22200000
K2-365 b,K2-365,1,1,23.43020000000,,,,,,,187.22200000
K2-365 b,K2-365,1,1,23.44650100000,,2.71000000,,,,,187.22200000
K2-365 b,K2-365,1,1,23.44817200000,,2.90600000,,,,,187.22200000
K2-366 b,K2-366,1,1,15.93703900000,,2.35900000,,,,,185.94700000
K2-366 b,K2-366,1,1,15.93709000000,,1.87000000,,,,,185.94700000
K2-366 b,K2-366,1,1,15.93737800000,,1.84000000,,,,,185.94700000
K2-367 b,K2-367,1,1,20.64509900000,,2.41300000,,,,,176.96500000
K2-367 b,K2-367,1,1,20.64392800000,,2.54000000,,,,,176.96500000
K2-367 b,K2-367,1,1,20.64600000000,,2.38000000,,,,,176.96500000
K2-368 b,K2-368,1,3,5.02559800000,,1.33200000,,,,,206.60800000
K2-368 b,K2-368,1,3,5.02629000000,,1.32200000,,,,,206.60800000
K2-368 b,K2-368,1,3,5.02583100000,,1.72000000,,,,,206.60800000
K2-368 c,K2-368,1,3,9.65869000000,,1.38000000,,,,,206.60800000
K2-368 c,K2-368,1,3,9.66018600000,,1.36100000,,,,,206.60800000
K2-368 d,K2-368,1,3,20.20108500000,,1.94800000,,,,,206.60800000
K2-368 d,K2-368,1,3,20.20090000000,,1.89000000,,,,,206.60800000
K2-369 b,K2-369,1,1,5.76135900000,,1.37311054,,,,,185.55000000
K2-369 b,K2-369,1,1,5.76192480000,,1.37000000,,,,,185.55000000
K2-369 b,K2-369,1,1,5.76161200000,,1.31300000,,,,,185.55000000
K2-369 b,K2-369,1,1,5.76218000000,,1.21700000,,,,,185.55000000
K2-37 b,K2-37,1,3,4.44117000000,0.0511000000,1.61000000,,,213.3000,974.00,179.94300000
K2-37 b,K2-37,1,3,4.44340000000,,1.39000000,,,193.0000,949.00,179.94300000
K2-37 b,K2-37,1,3,4.44360000000,,1.57000000,,,,,179.94300000
K2-37 b,K2-37,1,3,4.44377400000,,1.52572113,,,,,179.94300000
K2-37 b,K2-37,1,3,4.44366490000,,1.50000000,,,,,179.94300000
K2-37 b,K2-37,1,3,4.44118000000,0.0510500000,1.66000000,,,240.0000,,179.94300000
K2-37 c,K2-37,1,3,6.42904000000,0.0654000000,2.75000000,,,130.3000,861.00,179.94300000
K2-37 c,K2-37,1,3,6.42973000000,0.0653400000,2.65000000,,,146.0000,,179.94300000
K2-37 c,K2-37,1,3,6.42959000000,,2.64000000,,,,,179.94300000
K2-37 c,K2-37,1,3,6.42950230000,,2.50000000,,,,,179.94300000
K2-37 c,K2-37,1,3,6.42958200000,,2.59811964,,,,,179.94300000
K2-37 c,K2-37,1,3,6.43032491000,,,,,,,179.94300000
K2-37 c,K2-37,1,3,6.42966000000,,2.41000000,,,118.0000,839.00,179.94300000
K2-37 d,K2-37,1,3,14.09189000000,0.1103000000,2.73000000,,,45.7000,663.00,179.94300000
K2-37 d,K2-37,1,3,14.09190000000,0.1102000000,2.59000000,,,51.6000,,179.94300000
K2-37 d,K2-37,1,3,14.09229000000,,2.31000000,12.50000000,,41.3000,646.00,179.94300000
K2-37 d,K2-37,1,3,14.09090700000,,2.33000000,,,,,179.94300000
K2-37 d,K2-37,1,3,14.09292000000,,2.58000000,,,,,179.94300000
K2-37 d,K2-37,1,3,14.09099600000,,2.41175864,,,,,179.94300000
K2-370 b,K2-370,1,1,2.14084000000,,3.20700000,,,,,144.20200000
K2-370 b,K2-370,1,1,2.14080630000,,2.59639000,,,428.2050,1267.00,144.20200000
K2-370 b,K2-370,1,1,2.14084000000,,3.20700000,,,,,144.20200000
K2-371 b,K2-371,1,1,3.11489307594,,12.11200864,,,198.0922,956.83,442.81300000
K2-371 b,K2-371,1,1,3.11491262000,,,,,,,442.81300000
K2-371 b,K2-371,1,1,3.11487800000,,12.50000000,,,,,442.81300000
K2-371 b,K2-371,1,1,3.11500000000,,,,,,,442.81300000
K2-371 b,K2-371,1,1,3.11490500000,,13.02400000,,,,,442.81300000
K2-371 b,K2-371,1,1,3.11490850000,,12.03000000,,,,,442.81300000
K2-372 b,K2-372,1,1,9.84413000000,,3.23000000,,,,,463.88000000
K2-372 b,K2-372,1,1,9.84407700000,,2.94500000,,,,,463.88000000
K2-372 b,K2-372,1,1,9.84401700000,,3.00000000,,,,,463.88000000
K2-372 b,K2-372,1,1,9.84400000000,,,,,,,463.88000000
K2-373 b,K2-373,1,1,11.02130000000,,2.25000000,,,,,229.56700000
K2-373 b,K2-373,1,1,11.02066000000,,2.06100000,,,,,229.56700000
K2-374 b,K2-374,1,2,4.52195300000,,1.59300000,,,,,359.43900000
K2-374 b,K2-374,1,2,4.52195300000,,1.59300000,,,,,359.43900000
K2-374 c,K2-374,1,2,16.43445000000,,2.21300000,,,,,359.43900000
K2-374 c,K2-374,1,2,16.43445000000,,2.21300000,,,,,359.43900000
K2-375 b,K2-375,1,1,14.46056300000,,1.75532562,,,,,696.10000000
K2-375 b,K2-375,1,1,14.44300000000,,,,,,,696.10000000
K2-375 b,K2-375,1,1,14.45840000000,,2.84000000,,,,,696.10000000
K2-375 b,K2-375,1,1,14.45389500000,,2.24300000,,,,,696.10000000
K2-376 b,K2-376,1,1,5.77647500000,,1.73600000,,,,,161.61000000
K2-376 b,K2-376,1,1,5.77647500000,,1.73600000,,,,,161.61000000
K2-377 b,K2-377,1,1,12.83223500000,,1.69300000,,,,,195.14900000
K2-377 b,K2-377,1,1,12.83724862000,,,,,,,195.14900000
K2-377 b,K2-377,1,1,12.83306000000,,1.82000000,,,,,195.14900000
K2-378 b,K2-378,1,1,2.06043800000,,2.88000000,,,,,687.97300000
K2-378 b,K2-378,1,1,2.06000000000,,,,,,,687.97300000
K2-378 b,K2-378,1,1,2.06036800000,,3.16000000,,,,,687.97300000
K2-379 b,K2-379,1,1,8.77724700000,,2.18100000,,,,,182.20700000
K2-379 b,K2-379,1,1,8.77830000000,,2.27000000,,,,,182.20700000
K2-38 b,K2-38,1,2,4.01663000000,,1.96000000,,,,,192.69000000
K2-38 b,K2-38,1,2,4.01668000000,,1.55000000,6.00000000,,500.0000,1189.00,192.69000000
K2-38 b,K2-38,1,2,4.01593000000,0.0499400000,1.54000000,7.30000000,0.197000,426.0000,1266.00,192.69000000
K2-38 b,K2-38,1,2,4.01593000000,0.0506000000,1.55000000,12.00000000,,465.9000,1184.00,192.69000000
K2-38 b,K2-38,1,2,4.01593000000,0.0503000000,1.65500000,7.70000000,0.110000,490.0000,1310.00,192.69000000
K2-38 b,K2-38,1,2,4.01593000000,,1.90553000,19.06980000,,,,192.69000000
K2-38 b,K2-38,1,2,4.01628000000,0.0507300000,1.64000000,,,480.0000,,192.69000000
K2-38 c,K2-38,1,2,10.56131000000,,2.83000000,,,,,192.69000000
K2-38 c,K2-38,1,2,10.56103000000,0.0951400000,2.29000000,8.30000000,0.161000,117.0000,916.00,192.69000000
K2-38 c,K2-38,1,2,10.56103000000,0.0964000000,2.42000000,9.90000000,,128.3000,858.00,192.69000000
K2-38 c,K2-38,1,2,10.56098000000,0.0967000000,2.41000000,,,132.0000,,192.69000000
K2-38 c,K2-38,1,2,10.56103000000,0.0959000000,2.49000000,7.40000000,0.086000,135.3000,949.00,192.69000000
K2-38 c,K2-38,1,2,10.56104000000,,2.18000000,7.70000000,,131.0000,862.00,192.69000000
K2-380 b,K2-380,1,1,9.40172000000,,1.96000000,,,,,249.30300000
